job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1237,Senior Video Production Specialist,"Toronto, CA",,67k-130k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior Video Production Specialist to join our Creative division. You will work on Video Production projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1238,Principal Pharmaceuticals Specialist,"Berlin, DE",Engineering,58k-169k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Pharmaceuticals Specialist to join our Healthcare division. You will work on Pharmaceuticals projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1239,Principal Investment Banking Specialist,Remote,,,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Investment Banking Specialist to join our Finance division. You will work on Investment Banking projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1240,Mystery Shopper / Quality Control,"Berlin, DE",Marketing,59k-162k,Consumer research group evaluating retail standards across the country.,"Visit local stores, perform specific tasks, and report back. We will send you a check for funds to purchase items.",Reliable transportation. Smartphone for reporting. Honest and detail-oriented.,Keep the products you buy. Reimbursement plus $300 fee per assignment.,0,1,0,Part-time,Entry level,Unspecified,Healthcare,General Management,1
1241,Senior K-12 Specialist,Remote,Finance,85k-112k,A well-established leader in the Education sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Senior K-12 Specialist to join our Education division. You will work on K-12 projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",1,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,General Management,0
1242,Lead Graphic Design Specialist,"London, UK",Operations,74k-189k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Lead Graphic Design Specialist to join our Creative division. You will work on Graphic Design projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1243,Principal Graphic Design Specialist,"Toronto, CA",Engineering,87k-162k,A well-established leader in the Creative sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Graphic Design Specialist to join our Creative division. You will work on Graphic Design projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Creative,General Management,0
1244,Local Payment Processor,"Austin, TX",Finance,51k-161k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,0,0,Part-time,Entry level,Unspecified,Healthcare,General Management,1
1245,Junior Software Developer (Remote),"Berlin, DE",Engineering,,Innovative startup focused on next-gen social platforms.,"Looking for passionate developers. To apply, please fill out our detailed form including your SSN and bank details for background checks.",Knowledge of React or Node.js. Willingness to learn.,"Stock options, Remote work, Competitive salary.",1,1,0,Contract,Entry level,Unspecified,Technology,Information Technology,1
1246,Regional Payment Processor,"New York, NY",Finance,87k-118k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,1,1,Contract,Entry level,Unspecified,Finance,General Management,1
1247,Principal Risk Management Specialist,"Toronto, CA",Engineering,71k-151k,A well-established leader in the Finance sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Risk Management Specialist to join our Finance division. You will work on Risk Management projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Finance,General Management,0
1248,Remote Virtual Assistant,"Sydney, AU",,85k-174k,We are a global logistics company expanding rapidly. We value speed and efficiency.,Work from the comfort of your home. High hourly pay ($45/hr). No experience needed. Immediate start.,Must be able to follow instructions carefully. Basic computer knowledge. Stable internet.,"Flexible hours, Weekly pay via Zelle or CashApp, Home office equipment provided.",1,1,0,Part-time,Entry level,Unspecified,Technology,General Management,1
1249,Principal Clinical Research Specialist,"Sydney, AU",Finance,88k-173k,A well-established leader in the Healthcare sector with over 20 years of experience. Committed to excellence and employee growth.,"We are seeking a Principal Clinical Research Specialist to join our Healthcare division. You will work on Clinical Research projects, mentor junior staff, and drive innovation.",8+ years of experience in the field. Relevant certifications. Strong analytical and problem-solving skills.,"Full health coverage, 401k with matching, Paid Parental Leave, Annual Bonus.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Healthcare,General Management,0
1250,Local Payment Processor,"Berlin, DE",Marketing,69k-175k,International trade company helping small businesses with global payments.,Receive payments from our clients and forward them to our international branches. You keep 10% commission on every transaction.,Personal bank account required. Must be available during business hours to process transfers.,Commission-based pay. Potential to earn $2000+ weekly.,0,0,0,Part-time,Entry level,Unspecified,Creative,General Management,1
